categoryName,created,articleId,articleName,description
Account Opening,2019-12-26 06:44:52,14,Can i open an online account if my current mobile number is not registered with Aadhaar ?,"Unfortunately, we cannot open an online account, if the user cannot complete the Aadhaar based OTP process. We need to send an OTP to the mobile number registered with your Aadhaar in order to verify your identity. You will be able to open an offline paper-based account in such a scenario.<strong>First,</strong> you need to register and complete the account opening process online. After that, you will get KYC on email for AADHAAR authentication. You need to take a print out, sign, and send it to the below address:<p ""box-sizing: border-box; margin: 0px 0px 1rem; padding: 0px; border: 0px; : normal; font-variant-ligatures: normal; font-variant-caps: normal; font-variant-numeric: inherit; font-variant-east-asian: inherit; font-weight: 400; font-stretch: inherit; : 15px; line-height: 24px; font-family: Graphik-Regular; vertical-align: baseline; color: rgb(76, 76, 75); letter-spacing: normal; orphans: 2; text-align: left; text-indent: 0px; text-transform: none; white-space: normal; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: rgb(250, 248, 242); text-decoration-style: initial; text-decoration-color: initial;"">Finvasia Center, Plot no. D-179, Industrial Area, Sector 74, Sahibzada Ajit Singh Nagar, Punjab 160055"
Account Opening,2019-12-26 06:44:52,15,How to open an account without an Aadhaar?,"If you do not have an Aadhaar card, then you&#39;ll have to open an offline account:&nbsp;<p ""box-sizing: border-box; margin: 0px 0px 1rem; padding: 0px; border: 0px; : normal; font-variant-ligatures: normal; font-variant-caps: normal; font-variant-numeric: inherit; font-variant-east-asian: inherit; font-weight: 400; font-stretch: inherit; : 15px; line-height: 24px; font-family: Graphik-Regular; vertical-align: baseline; color: rgb(76, 76, 75); letter-spacing: normal; orphans: 2; text-align: left; text-indent: 0px; text-transform: none; white-space: normal; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: rgb(250, 248, 242); text-decoration-style: initial; text-decoration-color: initial;"">To get started, follow the steps below:<br ""box-sizing: border-box;""><a href=""https://prism.finvasia.com/register"
Account Opening,2019-12-26 06:44:52,16,How to open an account using Aadhaar?,"<p ""box-sizing: border-box; margin: 0px 0px 1rem; padding: 0px; border: 0px; : normal; font-variant-ligatures: normal; font-variant-caps: normal; font-variant-numeric: inherit; font-variant-east-asian: inherit; font-weight: 400; font-stretch: inherit; : 15px; line-height: 24px; font-family: Graphik-Regular; vertical-align: baseline; color: rgb(76, 76, 75); letter-spacing: normal; orphans: 2; text-align: left; text-indent: 0px; text-transform: none; white-space: normal; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: rgb(250, 248, 242); text-decoration-style: initial; text-decoration-color: initial;"">You can open your account online without any paperwork.<p ""box-sizing: border-box; margin: 0px 0px 1rem; padding: 0px; border: 0px; : normal; font-variant-ligatures: normal; font-variant-caps: normal; font-variant-numeric: inherit; font-variant-east-asian: inherit; font-weight: 400; font-stretch: inherit; : 15px; line-height: 24px; font-family: Graphik-Regular; vertical-align: baseline; color: rgb(76, 76, 75); letter-spacing: normal; orphans: 2; text-align: left; text-indent: 0px; text-transform: none; white-space: normal; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: rgb(250, 248, 242); text-decoration-style: initial; text-decoration-color: initial;"">To get started, follow the steps below:<br ""box-sizing: border-box;""><a href=""https://prism.finvasia.com/register"">https://prism.finvasia.com/register</a><p ""box-sizing: border-box; margin: 0px 0px 1rem; padding: 0px; border: 0px; : normal; font-variant-ligatures: normal; font-variant-caps: normal; font-variant-numeric: inherit; font-variant-east-asian: inherit; font-weight: 400; font-stretch: inherit; : 15px; line-height: 24px; font-family: Graphik-Regular; vertical-align: baseline; color: rgb(76, 76, 75); letter-spacing: normal; orphans: 2; text-align: left; text-indent: 0px; text-transform: none; white-space: normal; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: rgb(250, 248, 242); text-decoration-style: initial; text-decoration-color: initial;"">Just follow the instructions and complete the account opening process online. You need to upload a scanned copy of the required documents. The system will let you know the list of required documents.&nbsp;"
Account Opening,2019-12-26 06:44:52,286,How do I open an account online?,"You can open your account online without any paperwork.To get started, follow the steps below:<br>&nbsp;<a href=""https://prism.finvasia.com/register"
Account Opening,2019-12-26 06:44:52,287,What are the documents required to open an account online?,"<strong>Documents required&nbsp;</strong><span ""color: rgb(65, 65, 65); font-family: sans-serif; : 14px; : normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: left; text-indent: 0px; text-transform: none; white-space: normal; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: rgb(255, 255, 255); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial; display: inline !important; float: none;""><strong>to open an account online are-&nbsp;</strong>1. Scanned copy of your Signature.2. Income proof: You can submit any one of the below documents as income proof if you wish to trade in Futures &amp; Options, Currency and Commodity. &nbsp;&nbsp;A) Latest 6 months&#39; bank statementB) The latest 3 months&#39; salary slips&nbsp;C)&nbsp;Form 16D) Income Tax Return AcknowledgmentE) DEMAT holding statementF) Net worth certificate"
Account Opening,2019-12-26 06:44:52,288,What is In-Person Verification (IPV) and why it is needed?,"IPV is a process where the broker verifies the client and his documents in person. It is compulsory for every non-KRA client to go through the IPV before opening a Trading and a DEMAT Account. IPV in the past used to be done physically where an employee of the broker would visit and verify. Nowadays, technology allows IPV to be done online using a webcam.<h1 ""margin: 0px; padding: 0px; border: 0px; background: rgb(249, 249, 249); display: block; max-height: calc(2 * var(--yt-navbar-title-line-height, 2.4rem)); overflow: hidden; font-weight: 400; line-height: var(--yt-navbar-title-line-height, 2.4rem); color: var(--ytd-video-primary-info-renderer-title-color, var(--yt-spec-text-primary)); font-family: Roboto, , sans-serif; : var(--ytd-video-primary-info-renderer-title-, var(--yt-navbar-title-, inherit)); font-variant-ligatures: normal; font-variant-caps: normal; font-variant-numeric: ; font-variant-east-asian: ; transform: var(--ytd-video-primary-info-renderer-title-transform, none); text-shadow: var(--ytd-video-primary-info-renderer-title-text-shadow, none); : normal; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; text-decoration-style: initial; text-decoration-color: initial;""><span ""color: rgb(76, 76, 75); font-family: Graphik-Regular; : 15px; : normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: left; text-indent: 0px; text-transform: none; white-space: normal; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: rgb(250, 248, 242); text-decoration-style: initial; text-decoration-color: initial; display: inline !important; float: none;"">Please find below the YouTube video link of &quot;IPV Process for Non-KRA Registration [In Person Verification]&#39; -&nbsp;</h1><a href=""https://www.youtube.com/watch?v=xqd16OMIgx8"">https://www.youtube.com/watch?v=xqd16OMIgx8</a>"
Account Opening,2019-12-26 06:44:52,289,Where should I send my offline Account opening forms to?,"Finvasia CenterPlot no. D-179, Industrial Area, Sector 74, Sahibzada Ajit Singh Nagar, Punjab 160055"
Account Opening,2019-12-26 06:44:52,290,How do I open an account offline?,"Finvasia provides online account opening facility. You can open your account online within 5 minutes:&nbsp;To get started, follow the steps below:<br> <a href=""https://prism.finvasia.com/register"">https://prism.finvasia.com/register</a><br><strong>Note:&nbsp;</strong>In case you want to open a non individual, minor or joint account. You will have to send request to <a href=""mailto:contactus@finvasia.in"">contactus@finvasia.in</a>, We will send you KYC Forms &amp; List of documents required. You need to take print out of the forms, fill it up &amp; sign it. Once you fill it up &amp; sign it, you have to send the form to the below address:&nbsp;Finvasia Center, Plot no. D-179, Industrial Area, Sector 74, Sahibzada Ajit Singh Nagar, Punjab 160055"
Account Opening,2019-12-26 06:44:52,291,How do I contact an agent to open an account?,"Please find below contact details for account opening assistance:A) CONTACT NUMBERSSales: +91 9098001001 (Toll-free number)&nbsp;B) LIVE CHATYou can reach &nbsp;us at Live Chat on our website:&nbsp;<a href=""https://www.finvasia.com/"">https://www.finvasia.com/</a>"
Account Opening,2019-12-26 06:44:52,292,How do I open minor account and what are documents required?,"Minor accounts are opened offline. You can contact us through Live Chat, email us at <a href=""mailto:contactus@finvasia.in"">contactus@finvasia.in</a> or call us at Sales: +91 9098001001 if you wish to open a minor account with us. Upon receiving the request, we will email you the account opening form. Once you received the form, you need to take a print out, fill it up, sign, and send it along with the required documents at below address:<p ""box-sizing: border-box; margin: 0px; padding: 0px; font-family: Roboto, sans-serif; : normal; font-variant-ligatures: normal; font-variant-caps: normal; font-variant-numeric: inherit; font-variant-east-asian: inherit; font-weight: 400; font-stretch: inherit; : 15px; line-height: inherit; border: 0px; vertical-align: baseline; color: rgb(33, 37, 41); letter-spacing: normal; orphans: 2; text-align: left; text-indent: 0px; text-transform: none; white-space: normal; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: rgb(255, 255, 255); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial;"">Finvasia Center, Plot no. D-179, Industrial Area, Sector 74, Sahibzada Ajit Singh Nagar, Punjab 160055<br>Documents required to open a Minor account are:1. Birth certificate (Minor)2. Pan card (Minor)3. Address proof of the minor4. Bank proof (Minor): Cancelled cheque, passbook, or bank statement.&nbsp;5. Pan card of guardian6. Address proof of guardian7. 1 photo of minor and guardian each&nbsp;<strong>Note:&nbsp;</strong>You can open only the DEMAT account of the minor and cannot buy or sell. You can transfer only.&nbsp;"
Account Opening,2019-12-26 06:44:52,293,"I'm an existing account holder at Finvasia, can I open an account for a family member or friend using my phone number or email?","As per Shoonya compliance policy, one email/mobile can only be used in a single account.&nbsp;"
Account Opening,2019-12-26 06:44:52,294,Whom do I contact for Support in case I face an issue after opening my account?,"You can contact our support team for assistance:<strong>A) &nbsp;Contact Numbers</strong>0172-47400000172-6750000<strong>B) &nbsp;Live Chat</strong>Reach &nbsp;us at Live Chat on our website:<a href=""https://www.finvasia.com/"">&nbsp;https://www.finvasia.com/</a><strong>C)&nbsp;</strong><strong>Email</strong> us at&nbsp;<a href=""mailto:Clientsupport@finvasia.in"">clientsupport@finvasia.in</a>&nbsp;"
Account Opening,2019-12-26 06:44:52,298,How to close Demat & Trading account online?,"Please find below the process of account closing:1. Log in to your PRISM2. Go to the &quot;Services&quot; icon from the left side.3. Click on &quot;Online Account Close&quot;.4. Fill up the required details and submit.5. We will check and verify your ticket.6. After verification, you need to digitally e-signed your closing form by entering the Aadhaar OTP.7. After the E-signed, the account will be closed within 7 days.<br>Please Note: -A) In case your mobile number and email id are not linked with Aadhar, then you need to sign and send the generated account closure form physically to our corporate office.B) Make sure there are no shares and funds present in the account.C) Make sure their account does not have a negative balance."
Account Opening,2019-12-26 06:44:52,299,Is there any RM policy?,"No, there is no RM policy with us. There is a dedicated support team to look after your concern."
Account Opening,2019-12-26 06:44:52,305,What is power of attorney (PoA) and why is it needed?,"<strong>Power of Attorney&nbsp;</strong>(<strong>POA</strong>) is a document that gives the stockbroker authorization to debit your shares from your Demat account whenever you sell your holdings. If your POA<strong>&nbsp;</strong>is mapped to your<strong>&nbsp;</strong>account, you will be able to sell your holdings without a prompt asking you to authorize the transaction.<br>POA charges are Rs 100 (One time).&nbsp;<br><br>This is an optional facility. Finvasia also provides an E-DIS facility for selling your holdings.&nbsp;"
Account Opening,2019-12-26 06:44:52,307,How to fill POA?,"Please refer to the video below on how to fill the POA form:&nbsp;<u><a href=""https://youtu.be/x0PZK74FqJY"">https://youtu.be/x0PZK74FqJY</a></u>"
Account Opening,2019-12-26 06:44:52,315,What is CDSL and NSDL and Finvasia have DP with whom?,Central Depositories Services India Ltd. (CDSL) and National Securities Depository Ltd. (NSDL) are both government registered share depositories in India. Share depositories hold shares in an electronic form. CDSL and NSDL are to shares what banks are to cash and fixed deposits. Banks help you to keep your cash in electronic form as opposed to physical cash in your almirahs and share depositories help you in storing shares in a dematerialized form.Finvasia is registered with CDSL.
Account Opening,2019-12-26 06:44:52,353,What is the Franking process for POA?,"<strong>Franking</strong> is the process of actually getting the documents stamped. This process includes getting the documents marked or stamped, indicating that the documents are legal and the stamp duty levied on the documents has been paid."
Account Opening,2019-12-26 06:44:52,480,Everything you need to know to get started with your Finvasia account,"<strong>-How long will it take to get my login credentials?</strong>Once you submit the account opening forms, it takes up to 24 hours to get the login credentials. After that, we will send the login credentials to your registered email ID.<br><strong>-How to log in to the Shoonya Trading Platform?</strong>Please find below the login details of &ldquo;<strong>Shoonya Trading Platform</strong>&rdquo; (Desktop, Web &amp; Mobile app): -<br><a href=""https://www.finvasia.com/shoonya"">https://www.finvasia.com/shoonya</a><br>To know more about How to use &ldquo;Shoonya&rdquo; follow the Youtube videos link below:<a href=""https://www.youtube.com/c/FINVASIAzerobrokerage/videos"">https://www.youtube.com/c/FINVASIAzerobrokerage/videos</a><br><strong>-How to Login to your Back Office and Client Portal (PRISM): -</strong><strong>BACK OFFICE:</strong><strong>&nbsp;</strong>You can log in to your back office for all the details such as daily trades reports, Financial ledger, statement of account, reports, etc related to your account<a href=""https://backoffice.finvasia.com/CAP/index.jsp"">https://backoffice.finvasia.com/CAP/index.jsp</a>Your client code shall be the user name and the PAN number in&nbsp;capital&nbsp;letters&nbsp;is the password. You can also follow Forgot password link.<strong>PRISM:</strong><strong>&nbsp;</strong>Our in-house custom client portal - PRISM, allows clients to view and analyze their investments under a single login. For any issue, modification request, complaint, and suggestions you can raise a ticket in PRISM. Please find below the PRISM login link:<a href=""https://prism.finvasia.com/"">https://prism.finvasia.com/</a><br><strong>-How to Transfer funds?</strong>You can start trading by transferring funds. Please find below details of funds transfer:<strong>1)Trading platform (SHOONYA)</strong><strong>A) Through&nbsp;</strong><strong>UPI</strong><strong>:&nbsp;</strong>You can transfer funds through UPI from the Shoonya trading platform.For further guidance please refer to the mention UPI fund transfer videos.Here are the links -Web -&nbsp;<a href=""https://youtu.be/2cShZ3gf7Bw"">https://youtu.be/2cShZ3gf7Bw</a>Mobile - <a href=""https://youtu.be/_v4rlSLLr28"">https://youtu.be/_v4rlSLLr28</a>Desktop - <a href=""https://youtu.be/BQNSA35pnGw"">https://youtu.be/BQNSA35pnGw</a><strong>B) Through Payment Gateway:</strong><strong>&nbsp;</strong>You can transfer funds through your internet banking from the Shoonya trading platform. For further guidance please refer to the mentioned fund transfer videos:<a href=""https://www.youtube.com/watch?v=2RNoybJylSM"">https://www.youtube.com/watch?v=2RNoybJylSM</a><strong>2)Through IMPS/RTGS/FT/NEFT:</strong><strong>&nbsp;</strong>You can transfer funds through IMPS, Fund Transfer and RTGS into our <strong>virtual account&nbsp;</strong>without any additional transaction charges. Please find below virtual account details:<a href=""https://www.finvasia.com/fund-transfer"">https://www.finvasia.com/fund-transfer</a>For further guidance please refer to the mentioned fund transfer videos:<a href=""https://www.youtube.com/watch?v=9-kO8rzgMrY"">https://www.youtube.com/watch?v=9-kO8rzgMrY</a><br><br><strong>-How to contact Finvasia?</strong>For any queries kindly contact our support team:<strong>Email:&nbsp;</strong><a href=""mailto:clientsupport@finvasia.in"">clientsupport@finvasia.in</a><strong>Call:&nbsp;</strong>0172-4740000, 0172-6750000<strong>Live Chat:&nbsp;</strong>For assistance, you can reach us at Live Chat on our website:&nbsp;<a href=""https://www.finvasia.com/"">https://www.finvasia.com/</a>"
Account Opening,2019-12-26 06:44:52,532,How can I reopen my closed account with Finvasia?,"First, you need to send us an email requesting reopening your closed account at <a href=""mailto:contactus@finvasia.in"">contactus@finvasia.in</a>We will remove your details like PAN, email id, the mobile number from the PRISM and inform you.After that, you can re-register for account opening from our website."
Account Opening,2019-12-26 06:44:52,565,How to open a joint demat account with Finvasia?,"A joint account is opened offline. Please find below the steps to open a joint account:&nbsp;<br>1. Download the account opening form from the below link:&nbsp;<span lang=""zxx""><u><a href=""https://www.finvasia.com/downloads/pdfs/finvasia_equity_dp_individual.pdf"
Brokerage and fees,2019-12-26 06:43:46,45,How is GST calculated and charged?,"GST is 18% applicable on Brokerage + Exchange transaction charges + Clearing charges. As the brokerage with us is zero, you only pay GST on exchange transaction charges."
Brokerage and fees,2019-12-26 06:43:46,46,What are the mandatory statutory charges for different segments?,"Please find below details of Government or statutory charges:&nbsp;You need to pay STT/CTT, Exchange transaction charges, GST, Stamp Duty &amp; SEBI fees. For more details find the below link of the Brokerage calculator:<a href=""https://www.finvasia.com/calculators"">https://www.finvasia.com/calculators</a><br>&nbsp;"
Brokerage and fees,2019-12-26 06:43:46,47,What are platform charges ?,There are no charges to use SHOONYA trading platform.
Brokerage and fees,2019-12-26 06:43:46,48,What are the DP transaction charges?,DP transaction charges are Rs 9+GST per scrip. These charges are applicable only when you sell your holdings.
Brokerage and fees,2019-12-26 06:43:46,49,What is the brokerage and charges to open a LLP account with Finvasia?,There are no brokerage charges to trade with us. Neither are there any account opening charges for a LLP
Brokerage and fees,2019-12-26 06:43:46,50,What is the brokerage and charges to open HUF accounts at Finvasia?,There are no brokerage charges to trade with us. Neither are there any account opening charges for HUF accounts.
Brokerage and fees,2019-12-26 06:43:46,51,What are your brokerage and other charges?,Finvasia offers Zero brokerage across all the exchanges.It&#39;s ZERO for INTRADAY and delivery.NO Hidden chargesNO Clearing charges (NSE)NO Account openingNO Account Maintenance ChargesNO Call &amp; Trade chargesNO platform feesAll you need to pay - the exchange &amp; Govt fees
Brokerage and fees,2019-12-26 06:43:46,342,Is Securities transaction tax (STT) levied on exchange-traded funds (ETFs)?,"Securities Transaction Tax is not applicable on GOLD ETFs, LIQUID/Gilt ETFs, and some International ETFs.&nbsp;For other ETFs the STT is -0.001% on the sell-side for delivery-based trades.0.025% on the sell side for intraday/BTST (non-delivery based) trades.The STT non-applicability report on the NSE website has a list of scrips on which STT is not applicable."
Brokerage and fees,2019-12-26 06:43:46,414,Why DP charges are levied in the case of BTST?,"When you buy shares and dont squared off on the same day, it will count as delivery. So DP selling script charges will be applicable on BTST and delivery selling."
Brokerage and fees,2019-12-26 06:43:46,421,What are the charges for call and trade?,"There are no charges for call and trade facilities. You can contact our dealing desk from your registered number and place your trades.Please find below dealing desk numbers:<a href=""tel:+911726750000"">+91 1726 750 000</a><a href=""tel:0172-4740000"">0172-474 0000</a>Press 1 for Trading."
Brokerage and fees,2019-12-26 06:43:46,422,What are the charges for payout?,There are no charges for Payout.
MARGIN,2019-12-26 06:41:54,89,What is the square off percentage for MTM?,First Margin call will be given as soon as the MTM Loss reaches 50 % of the total available margin and client will be asked to submit fresh margin or reduce the positions. Positions will be squared off once the MTM reaches 80%
MARGIN,2019-12-26 06:41:54,90,How long does it take before trade-able margin is made available ?,"Funds transferred through NEFT/RTGS/IMPS are usually credited within 1-30 minutes depending upon bank batch settlement. For instant fund transfer, the client can transfer through the trading application. There are no charges for funds transferred through NEFT/IMPS/RTGS. However, payment gateway charges @ Rs 7/transaction applicable while transferring through the trading platform."
MARGIN,2019-12-26 06:41:54,91,Is collateral or margin against shares facility available with Finvasia?,"Yes, <span ""color: rgb(76, 76, 75); font-family: Graphik-Regular; : 15px; : normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: left; text-indent: 0px; text-transform: none; white-space: normal; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: rgb(250, 248, 242); text-decoration-style: initial; text-decoration-color: initial; display: inline !important; float: none;"">Finvasia provides a collateral margin facility. To get the collateral margin you can pledge your shares holdings, ETFs, and Mutual funds<span ""color: rgb(76, 76, 75); font-family: Graphik-Regular; : 15px; : normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: left; text-indent: 0px; text-transform: none; white-space: normal; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: rgb(250, 248, 242); text-decoration-style: initial; text-decoration-color: initial; display: inline !important; float: none;"">.<p ""box-sizing: border-box; margin: 0px 0px 1rem; padding: 0px; border: 0px; : normal; font-variant-ligatures: normal; font-variant-caps: normal; font-variant-numeric: inherit; font-variant-east-asian: inherit; font-weight: 400; font-stretch: inherit; : 15px; line-height: 24px; font-family: Graphik-Regular; vertical-align: baseline; color: rgb(76, 76, 75); letter-spacing: normal; orphans: 2; text-align: left; text-indent: 0px; text-transform: none; white-space: normal; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: rgb(250, 248, 242); text-decoration-style: initial; text-decoration-color: initial;"">-You cannot use collateral margin for purchasing equity delivery and options buying.&nbsp;<p ""box-sizing: border-box; margin: 0px 0px 1rem; padding: 0px; border: 0px; : normal; font-variant-ligatures: normal; font-variant-caps: normal; font-variant-numeric: inherit; font-variant-east-asian: inherit; font-weight: 400; font-stretch: inherit; : 15px; line-height: 24px; font-family: Graphik-Regular; vertical-align: baseline; color: rgb(76, 76, 75); letter-spacing: normal; orphans: 2; text-align: left; text-indent: 0px; text-transform: none; white-space: normal; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: rgb(250, 248, 242); text-decoration-style: initial; text-decoration-color: initial;"">-You can trade in Futures, option selling, and MCX for intraday and carry till expiry with collateral margin.<br>-<span ""color: rgb(76, 76, 75); font-family: Graphik-Regular; : 15px; : normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: left; text-indent: 0px; text-transform: none; white-space: normal; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: rgb(250, 248, 242); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial; display: inline !important; float: none;"">For getting the collateral margin, 50% of the margin needs to be compulsorily available in cash&nbsp;<span ""box-sizing: border-box; margin: 0px; padding: 0px; border: 0px; : normal; font-variant-ligatures: normal; font-variant-caps: normal; font-variant-numeric: inherit; font-variant-east-asian: inherit; font-weight: 400; font-stretch: inherit; : 16px; line-height: inherit; font-family: Inter, sans-serif; vertical-align: baseline; letter-spacing: normal; orphans: 2; text-align: left; text-indent: 0px; text-transform: none; white-space: normal; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: rgb(250, 248, 242); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial; color: rgb(68, 68, 68); float: none; display: inline !important;"">or cash equivalent collateral<span ""color: rgb(76, 76, 75); font-family: Graphik-Regular; : 15px; : normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: left; text-indent: 0px; text-transform: none; white-space: normal; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: rgb(250, 248, 242); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial; display: inline !important; float: none;"">. The ratio of cash margin &amp; collateral margin should be 50:50."
MARGIN,2019-12-26 06:41:54,92,Which financial products that qualify for margin?,"Collateral margin is available against equity holdings, ETFs, Mutual funds, and bonds."
MARGIN,2019-12-26 06:41:54,282,What is Collateral margin and process of getting collateral margin?,"A collateral amount is a form of loan against shares offered by a broker to their clients for trading in stock and shares. It is a form of an additional value-added service provided by a few brokers in India, and not all brokers offer this additional service due to the risk associated with it. In simpler words, it is providing shares in your Demat account as collateral to increase your trading limits.-Finvasia provides a collateral margin facility. You can pledge your shares holdings, ETF, and Mutual funds to get the collateral margin.&nbsp;-You cannot use collateral margin for purchasing equity delivery and options buying.&nbsp;-<span ""color: rgb(76, 76, 75); font-family: Graphik-Regular; : 15px; : normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: left; text-indent: 0px; text-transform: none; white-space: normal; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: rgb(250, 248, 242); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial; display: inline !important; float: none;"">For getting the collateral margin, 50% of the margin needs to be compulsorily available in cash. The ratio of cash margin &amp; collateral margin should be 50:50.<span ""color: rgb(76, 76, 75); font-family: Graphik-Regular; : 15px; : normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: left; text-indent: 0px; text-transform: none; white-space: normal; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: rgb(250, 248, 242); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial; display: inline !important; float: none;"">-<span ""color: rgb(76, 76, 75); font-family: Graphik-Regular; : 15px; : normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: left; text-indent: 0px; text-transform: none; white-space: normal; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: rgb(250, 248, 242); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial; display: inline !important; float: none;"">You would be required to select the segment in which you want to use the collateral margin. For example, if you want to pledge your stocks for trading in Futures &amp; Options segment. So you need to select the FNO segment while processing the pledge request. You can not use this collateral margin for trading in other segments.-You will get collateral margin as per NSE haircut. Please find below the link for checking haircuts.&nbsp;<a href=""https://www1.nseindia.com/products/content/equities/equities/homepage_eq.htm"">https://www1.nseindia.com/products/content/equities/equities/homepage_eq.htm</a><br>-Charges for pledging and unpledging are RS 20 per script.&nbsp;<br><p ""box-sizing: border-box; margin: 0px 0px 1rem; padding: 0px; border: 0px; : normal; font-variant-ligatures: normal; font-variant-caps: normal; font-variant-numeric: inherit; font-variant-east-asian: inherit; font-weight: 400; font-stretch: inherit; : 15px; line-height: 24px; font-family: Graphik-Regular; vertical-align: baseline; color: rgb(76, 76, 75); letter-spacing: normal; orphans: 2; text-align: left; text-indent: 0px; text-transform: none; white-space: normal; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: rgb(250, 248, 242); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial;"">Please find below the Youtube video of &ldquo;Segment Wise Margin Pledge Process | Finvasia&quot;: - <a href=""https://www.youtube.com/watch?v=2GIY8icLyCs"
MARGIN,2019-12-26 06:41:54,283,What is the difference between Haircut and VAR margin?,"A <strong>haircut</strong> refers to a reduction applied to the value of an asset. It is expressed as a percentage. For example, if an asset such as holdings of a particular share is worth Rs 100 but is given a haircut of 20%, it means it is treated as though it has a value of only Rs 80.Here is the link to the NSE haircut list - <a href=""https://www1.nseindia.com/products/content/equities/equities/homepage_eq.htm"">https://www1.nseindia.com/products/content/equities/equities/homepage_eq.htm</a><strong>VAR Margin:&nbsp;</strong>Value at Risk margin is a measure of risk. It is used to estimate the probability of loss of value of a share or a portfolio, based on the statistical analysis of historical price trends and volatility. Based on the VAR margin, stock exchanges calculate the risk of loss in the value of a stock, typically with a one-day time horizon.<br>A stock with a 10% VAR margin requirement means that there may be a potential loss of 10% in the value of the stock in one day with a given level of confidence&mdash;say 99%. VAR margin is published by the exchanges multiple times during the day, based on the movement in the price of a stock. VAR margin is used to apply haircuts on stocks by many entities such as banks, which provide loans against shares.&nbsp;"
MARGIN,2019-12-26 06:41:54,284,What are the pledge and unpledged charges?,"<p 'outline: none !important; box-sizing: inherit; padding: 0px; margin: 0px 0px 1em; color: rgb(51, 51, 51); font-family: ""Trebuchet MS"
